Borough,Attended_College,Completed_4YRs_College,Sex,Economics_Major,Transportation_to_Work,Employment_Status,Age,Income,Education
Bronx,Yes,No,Male,Didn't Complete College,Car,Employed,36,70000,12
Bronx,Yes,No,Female,Didn't Complete College,Car,Employed,28,22000,14
Manhattan,No,No,Female,Didn't Complete College,Car,Employed,74,24200,11
Queens,Yes,Yes,Female,Different Major,Not working,Not in labor force,64,33800,17
Brooklyn,Yes,Yes,Female,Yes,Subway,Employed,33,140000,16
Brooklyn,No,No,Male,Didn't Complete College,Car,Employed,35,100000,12
Brooklyn,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,36,0,14
Brooklyn,Yes,No,Female,Didn't Complete College,Car,Employed,42,40000,14
Brooklyn,Yes,No,Male,Didn't Complete College,Car,Employed,42,90000,13
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,68,7200,11
Queens,No,No,Male,Didn't Complete College,Car,Employed,63,4200,12
Bronx,No,No,Female,Didn't Complete College,Not working,Not in labor force,54,9400,11
Manhattan,No,No,Female,Didn't Complete College,Not working,Not in labor force,82,29000,11
Staten Island,No,No,Male,Didn't Complete College,Not working,Not in labor force,52,10000,12
Brooklyn,No,No,Male,Didn't Complete College,Not working,Not in labor force,74,12000,12
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,64,20000,11
Brooklyn,Yes,Yes,Male,Different Major,Not working,Unemployed,31,0,17
Brooklyn,Yes,No,Female,Didn't Complete College,Subway,Employed,45,36400,12
Brooklyn,Yes,No,Male,Didn't Complete College,Subway,Employed,45,40000,12
Bronx,No,No,Female,Didn't Complete College,Walking,Employed,68,47400,12
Bronx,Yes,Yes,Male,Different Major,Not working,Not in labor force,73,24550,16
Bronx,Yes,Yes,Female,Different Major,Car,Employed,43,67000,16
Brooklyn,Yes,No,Female,Didn't Complete College,Subway,Employed,38,97000,12
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,64,7600,11
Bronx,No,No,Male,Didn't Complete College,Subway,Employed,53,12000,12
Bronx,No,No,Female,Didn't Complete College,Not working,Not in labor force,43,0,11
Brooklyn,Yes,No,Male,Didn't Complete College,Subway,Employed,54,50000,12
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,80,17000,12
Queens,Yes,No,Male,Didn't Complete College,Car,Employed,63,37000,14
Queens,Yes,No,Male,Didn't Complete College,Bus,Employed,61,34000,13
Bronx,Yes,No,Male,Didn't Complete College,Car,Employed,27,90000,12
Bronx,No,No,Female,Didn't Complete College,Not working,Not in labor force,30,0,11
Queens,Yes,No,Male,Didn't Complete College,Not working,Not in labor force,48,0,13
Queens,No,No,Female,Didn't Complete College,Subway,Employed,76,59600,12
Queens,Yes,Yes,Female,Different Major,Subway,Employed,39,70000,16
Queens,Yes,Yes,Male,Different Major,Subway,Employed,35,64000,17
Queens,Yes,Yes,Female,Different Major,Not working,Not in labor force,63,9100,17
Brooklyn,Yes,Yes,Male,Different Major,Car,Employed,56,15000,16
Brooklyn,Yes,Yes,Female,Different Major,Subway,Employed,53,21600,16
Brooklyn,Yes,No,Female,Didn't Complete College,Subway,Employed,27,19400,14
Brooklyn,Yes,No,Female,Didn't Complete College,Subway,Employed,69,86000,13
Queens,Yes,Yes,Female,Different Major,Not working,Not in labor force,33,26000,16
Queens,Yes,Yes,Male,Different Major,Car,Employed,44,65000,16
Bronx,Yes,Yes,Male,Different Major,Not working,Not in labor force,75,97200,16
Manhattan,Yes,Yes,Female,Different Major,Walking,Employed,27,68120,17
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,70,9200,11
Brooklyn,Yes,No,Male,Didn't Complete College,Not working,Unemployed,56,10,13
Staten Island,No,No,Male,Didn't Complete College,Bus,Employed,49,23300,11
Staten Island,No,No,Female,Didn't Complete College,Not working,Not in labor force,48,0,12
Brooklyn,No,No,Female,Didn't Complete College,Subway,Employed,56,28000,12
Brooklyn,No,No,Male,Didn't Complete College,Subway,Employed,58,35000,11
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,82,13200,11
Brooklyn,No,No,Male,Didn't Complete College,Not working,Unemployed,67,0,12
Brooklyn,Yes,No,Female,Didn't Complete College,Subway,Employed,60,50000,14
Brooklyn,Yes,Yes,Male,Different Major,Not working,Not in labor force,53,0,17
Brooklyn,No,No,Female,Didn't Complete College,Ferry,Employed,48,14000,12
Brooklyn,No,No,Female,Didn't Complete College,Subway,Employed,27,10000,12
Brooklyn,Yes,Yes,Female,Different Major,Subway,Employed,25,4800,16
Brooklyn,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,77,118800,13
Brooklyn,No,No,Male,Didn't Complete College,Not working,Not in labor force,88,0,12
Queens,Yes,Yes,Male,Different Major,Subway,Employed,35,70000,16
Brooklyn,Yes,Yes,Female,Different Major,Walking,Employed,36,33700,16
Manhattan,Yes,Yes,Male,Different Major,Not working,Not in labor force,64,0,16
Manhattan,Yes,Yes,Female,Different Major,Not working,Not in labor force,65,5000,16
Queens,No,No,Male,Didn't Complete College,Car,Employed,36,60000,12
Queens,No,No,Female,Didn't Complete College,Not working,Not in labor force,36,0,12
Bronx,No,No,Female,Didn't Complete College,Bus,Employed,48,22900,11
Brooklyn,Yes,Yes,Female,Different Major,Subway,Employed,28,90000,16
Brooklyn,Yes,Yes,Female,Different Major,Car,Employed,36,100000,16
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,66,30900,12
Brooklyn,Yes,No,Female,Didn't Complete College,Subway,Employed,29,17000,13
Brooklyn,Yes,Yes,Male,Different Major,Subway,Employed,39,130000,16
Brooklyn,Yes,Yes,Female,Different Major,Car,Employed,43,60000,16
Staten Island,Yes,Yes,Female,Different Major,Car,Employed,63,372000,17
Staten Island,Yes,Yes,Male,Different Major,Not working,Not in labor force,67,23500,17
Staten Island,Yes,Yes,Male,Different Major,Car,Employed,33,30000,17
Staten Island,Yes,Yes,Female,Different Major,Car,Employed,28,19000,16
Queens,Yes,Yes,Female,Different Major,Subway,Employed,66,102700,16
Queens,Yes,Yes,Male,Different Major,Not working,Not in labor force,66,10300,17
Brooklyn,Yes,Yes,Female,Different Major,Subway,Employed,27,44000,16
Brooklyn,Yes,Yes,Female,Different Major,Subway,Employed,27,40000,16
Brooklyn,Yes,No,Female,Didn't Complete College,Subway,Employed,31,70000,12
Brooklyn,Yes,No,Female,Didn't Complete College,Subway,Employed,25,10500,12
Brooklyn,Yes,Yes,Male,Different Major,Subway,Employed,25,30200,16
Brooklyn,No,No,Female,Didn't Complete College,Subway,Employed,40,18600,11
Brooklyn,Yes,Yes,Male,Different Major,Not working,Not in labor force,43,0,16
Brooklyn,No,No,Female,Didn't Complete College,Subway,Employed,48,23000,12
Brooklyn,No,No,Male,Didn't Complete College,Subway,Employed,57,18000,12
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,65,4500,12
Brooklyn,No,No,Female,Didn't Complete College,Subway,Employed,48,75000,12
Brooklyn,Yes,No,Male,Didn't Complete College,Worked from Home,Employed,47,10000,13
Bronx,Yes,No,Female,Didn't Complete College,Subway,Employed,56,38500,13
Queens,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,87,36200,14
Queens,Yes,Yes,Female,Different Major,Walking,Employed,25,200000,16
Queens,Yes,Yes,Female,Different Major,Not working,Not in labor force,28,0,16
Queens,No,No,Male,Didn't Complete College,Subway,Employed,67,9100,11
Queens,No,No,Female,Didn't Complete College,Not working,Not in labor force,50,0,12
Brooklyn,Yes,Yes,Male,Different Major,Subway,Employed,39,35050,17
Queens,Yes,No,Male,Didn't Complete College,Not working,Not in labor force,90,35200,12
Queens,No,No,Female,Didn't Complete College,Not working,Not in labor force,76,28000,12
Bronx,No,No,Female,Didn't Complete College,Bus,Employed,55,30000,12
Queens,Yes,No,Male,Didn't Complete College,Motorcycle,Employed,54,30000,13
Queens,Yes,No,Female,Didn't Complete College,Subway,Employed,53,15000,13
Queens,Yes,No,Female,Didn't Complete College,Subway,Employed,35,8000,13
Queens,Yes,Yes,Male,Different Major,Subway,Employed,27,65000,16
Brooklyn,Yes,No,Male,Didn't Complete College,Car,Employed,48,69000,13
Manhattan,Yes,No,Female,Didn't Complete College,Subway,Employed,28,48000,14
Manhattan,Yes,Yes,Female,Different Major,Car,Employed,28,81300,17
Manhattan,Yes,Yes,Male,Different Major,Subway,Employed,31,200000,16
Staten Island,Yes,Yes,Female,Different Major,Not working,Employed,59,30000,17
Staten Island,Yes,Yes,Female,Different Major,Not working,Not in labor force,84,2000,16
Staten Island,No,No,Male,Didn't Complete College,Car,Employed,61,50000,11
Bronx,No,No,Female,Didn't Complete College,Car,Employed,62,26200,12
Bronx,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,77,0,13
Bronx,Yes,Yes,Male,Different Major,Car,Employed,32,78000,16
Queens,Yes,Yes,Female,Different Major,Subway,Employed,39,4000,17
Queens,No,No,Male,Didn't Complete College,Subway,Employed,25,24000,12
Queens,Yes,No,Male,Didn't Complete College,Car,Employed,55,70000,14
Queens,No,No,Female,Didn't Complete College,Car,Employed,53,14000,11
Manhattan,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,62,19200,14
Queens,No,No,Male,Didn't Complete College,Car,Employed,51,50000,12
Queens,No,No,Female,Didn't Complete College,Car,Employed,49,23000,12
Queens,Yes,Yes,Female,Different Major,Car,Employed,28,11000,16
Queens,Yes,No,Male,Didn't Complete College,Car,Employed,33,49000,12
Brooklyn,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,70,38000,12
Brooklyn,Yes,Yes,Male,Different Major,Not working,Not in labor force,67,104400,16
Brooklyn,Yes,Yes,Male,Different Major,Not working,Not in labor force,36,0,16
Brooklyn,Yes,No,Male,Didn't Complete College,Subway,Employed,30,17400,12
Queens,Yes,Yes,Female,Different Major,Bus,Employed,52,125000,16
Queens,No,No,Male,Didn't Complete College,Worked from Home,Employed,59,42000,12
Bronx,Yes,Yes,Female,Different Major,Subway,Employed,44,384000,17
Bronx,Yes,No,Male,Didn't Complete College,Not working,Not in labor force,89,46400,14
Bronx,Yes,Yes,Female,Different Major,Not working,Not in labor force,71,11400,17
Queens,Yes,Yes,Female,Different Major,Subway,Employed,30,84000,17
Queens,Yes,Yes,Male,Different Major,Subway,Employed,31,55000,16
Brooklyn,Yes,Yes,Female,Different Major,Bus,Employed,70,25800,16
Brooklyn,Yes,No,Male,Didn't Complete College,Subway,Employed,43,1200,12
Queens,Yes,No,Female,Didn't Complete College,Subway,Employed,63,80000,13
Queens,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,37,0,13
Queens,No,No,Male,Didn't Complete College,Car,Employed,26,30000,12
Queens,No,No,Female,Didn't Complete College,Not working,Not in labor force,74,0,11
Queens,Yes,Yes,Male,Different Major,Subway,Employed,40,60000,16
Queens,No,No,Male,Didn't Complete College,Car,Employed,59,40000,12
Queens,No,No,Female,Didn't Complete College,Subway,Employed,53,60000,12
Queens,No,No,Male,Didn't Complete College,Not working,Unemployed,52,0,12
Queens,Yes,No,Male,Didn't Complete College,Car,Employed,27,20000,12
Brooklyn,Yes,Yes,Female,Different Major,Not working,Not in labor force,76,47250,16
Brooklyn,No,No,Male,Didn't Complete College,Not working,Not in labor force,78,25500,12
Brooklyn,No,No,Male,Didn't Complete College,Subway,Employed,70,40000,12
Brooklyn,Yes,No,Male,Didn't Complete College,Subway,Employed,40,52000,13
Brooklyn,Yes,No,Female,Didn't Complete College,Car,Employed,37,22000,13
Queens,No,No,Male,Didn't Complete College,Not working,Not in labor force,85,9700,11
Queens,No,No,Female,Didn't Complete College,Not working,Not in labor force,82,7200,12
Bronx,No,No,Male,Didn't Complete College,Subway,Employed,51,60000,12
Bronx,Yes,No,Female,Didn't Complete College,Car,Employed,47,5900,14
Queens,No,No,Male,Didn't Complete College,Car,Employed,56,36400,12
Queens,Yes,No,Female,Didn't Complete College,Walking,Employed,51,50000,14
Brooklyn,Yes,No,Female,Didn't Complete College,Subway,Employed,61,40000,14
Queens,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,80,10800,13
Queens,Yes,No,Male,Didn't Complete College,Not working,Not in labor force,84,33600,13
Queens,No,No,Female,Didn't Complete College,Bus,Employed,73,2900,12
Queens,Yes,Yes,Female,Different Major,Subway,Employed,33,75000,16
Queens,No,No,Male,Didn't Complete College,Subway,Employed,33,87000,12
Brooklyn,Yes,No,Male,Didn't Complete College,Railroad,Employed,69,18000,12
Brooklyn,Yes,No,Female,Didn't Complete College,Not working,Unemployed,44,0,14
Brooklyn,Yes,No,Female,Didn't Complete College,Bus,Employed,46,55000,14
Brooklyn,Yes,Yes,Male,Different Major,Walking,Employed,31,89030,16
Brooklyn,Yes,Yes,Female,Different Major,Walking,Employed,28,43000,16
Manhattan,Yes,Yes,Male,Different Major,Walking,Employed,33,345000,17
Manhattan,Yes,Yes,Female,Yes,Subway,Employed,33,660000,17
Brooklyn,No,No,Male,Didn't Complete College,Not working,Not in labor force,56,0,12
Brooklyn,No,No,Female,Didn't Complete College,Subway,Employed,56,21000,12
Brooklyn,Yes,Yes,Male,Different Major,Subway,Employed,28,61000,16
Manhattan,Yes,Yes,Female,Yes,Subway,Employed,29,60000,17
Manhattan,Yes,Yes,Female,Different Major,Walking,Employed,32,55000,17
Manhattan,Yes,Yes,Male,Yes,Subway,Employed,31,143550,16
Bronx,No,No,Male,Didn't Complete College,Not working,Not in labor force,51,18000,11
Bronx,Yes,No,Female,Didn't Complete College,Car,Employed,64,57000,12
Brooklyn,Yes,Yes,Female,Different Major,Car,Employed,43,125000,17
Queens,Yes,Yes,Male,Different Major,Not working,Not in labor force,58,7000,16
Queens,Yes,Yes,Female,Different Major,Subway,Employed,62,72000,17
Queens,Yes,Yes,Female,Different Major,Not working,Not in labor force,42,0,16
Queens,No,No,Female,Didn't Complete College,Not working,Not in labor force,95,18000,11
Brooklyn,Yes,Yes,Male,Yes,Not working,Not in labor force,74,22200,16
Brooklyn,Yes,No,Male,Didn't Complete College,Car,Employed,76,45000,12
Brooklyn,Yes,Yes,Male,Different Major,Subway,Employed,43,46300,17
Brooklyn,No,No,Male,Didn't Complete College,Car,Employed,47,65000,12
Brooklyn,No,No,Female,Didn't Complete College,Subway,Employed,37,18200,12
Bronx,No,No,Female,Didn't Complete College,Subway,Employed,32,700,12
Staten Island,Yes,Yes,Male,Different Major,Car,Employed,41,109000,16
Brooklyn,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,73,37400,13
Queens,Yes,Yes,Male,Different Major,Car,Employed,54,136000,16
Brooklyn,Yes,Yes,Female,Different Major,Bicycle,Employed,34,10000,16
Brooklyn,Yes,Yes,Male,Different Major,Bicycle,Employed,34,39000,16
Manhattan,No,No,Female,Didn't Complete College,Not working,Not in labor force,72,18000,12
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,87,34300,12
Queens,Yes,Yes,Female,Different Major,Worked from Home,Employed,32,65500,16
Queens,No,No,Male,Didn't Complete College,Car,Employed,33,81000,12
Bronx,No,No,Female,Didn't Complete College,Not working,Not in labor force,64,10300,11
Bronx,No,No,Female,Didn't Complete College,Car,Employed,34,12900,11
Staten Island,Yes,No,Male,Didn't Complete College,Not working,Not in labor force,25,0,12
Queens,Yes,Yes,Male,Different Major,Subway,Employed,35,57000,17
Queens,Yes,No,Male,Didn't Complete College,Subway,Employed,32,18000,14
Queens,Yes,No,Female,Didn't Complete College,Walking,Employed,28,100000,14
Manhattan,Yes,Yes,Female,Different Major,Subway,Employed,36,104000,16
Manhattan,Yes,Yes,Male,Different Major,Subway,Employed,35,197000,16
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,84,1400,12
Brooklyn,Yes,No,Female,Didn't Complete College,Subway,Employed,49,65000,14
Brooklyn,Yes,No,Female,Didn't Complete College,Walking,Employed,25,12000,12
Brooklyn,No,No,Male,Didn't Complete College,Walking,Employed,30,16000,11
Queens,Yes,No,Male,Didn't Complete College,Car,Employed,59,120000,12
Queens,No,No,Female,Didn't Complete College,Not working,Not in labor force,49,0,12
Manhattan,Yes,Yes,Female,Different Major,Subway,Employed,65,190000,17
Brooklyn,Yes,No,Male,Didn't Complete College,Car,Employed,49,93800,14
Brooklyn,Yes,Yes,Female,Different Major,Subway,Employed,45,37300,16
Manhattan,Yes,Yes,Male,Different Major,Car,Employed,59,73130,17
Manhattan,Yes,Yes,Female,Different Major,Subway,Employed,44,155130,17
Brooklyn,Yes,Yes,Male,Yes,Subway,Employed,36,130000,17
Brooklyn,Yes,Yes,Female,Different Major,Subway,Employed,31,80000,17
Manhattan,Yes,No,Female,Didn't Complete College,Bus,Employed,49,6900,13
Bronx,Yes,No,Female,Didn't Complete College,Car,Employed,54,70000,13
Bronx,No,No,Male,Didn't Complete College,Subway,Employed,54,60000,12
Bronx,Yes,Yes,Male,Different Major,Subway,Employed,27,25000,16
Manhattan,Yes,Yes,Male,Different Major,Subway,Employed,46,108000,16
Manhattan,No,No,Male,Didn't Complete College,Worked from Home,Employed,56,45300,12
Manhattan,Yes,No,Male,Didn't Complete College,Car,Employed,25,25000,13
Manhattan,Yes,No,Male,Didn't Complete College,Subway,Employed,25,26000,13
Manhattan,Yes,Yes,Male,Different Major,Not working,Not in labor force,71,9000,17
Manhattan,No,No,Female,Didn't Complete College,Worked from Home,Employed,51,4700,12
Brooklyn,Yes,Yes,Female,Different Major,Car,Employed,47,243000,17
Brooklyn,Yes,Yes,Female,Different Major,Subway,Employed,72,23000,16
Brooklyn,Yes,No,Male,Didn't Complete College,Car,Employed,32,60000,14
Brooklyn,Yes,Yes,Female,Different Major,Bus,Employed,36,190000,16
Queens,Yes,Yes,Male,Different Major,Subway,Employed,65,94000,17
Queens,Yes,Yes,Male,Different Major,Not working,Not in labor force,53,7300,17
Bronx,No,No,Male,Didn't Complete College,Subway,Employed,52,20000,11
Queens,Yes,Yes,Female,Different Major,Not working,Not in labor force,75,41500,17
